(4,),(-61,),(108,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-60,),(108,)
(4,),(-60,),(108,)
(4,),(-60,),(108,)
(4,),(-60,),(108,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(5,),(-61,),(108,)
(5,),(-61,),(108,)
(5,),(-61,),(108,)
(5,),(-61,),(108,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-59,),(108,)
(4,),(-59,),(108,)
(4,),(-59,),(108,)
(4,),(-59,),(108,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-61,),(105,)
(4,),(-61,),(105,)
(5,),(-60,),(108,)
(5,),(-60,),(108,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(4,),(-60,),(108,)
(4,),(-60,),(108,)
(4,),(-60,),(108,)
(3,),(-60,),(105,)
(3,),(-60,),(105,)
(3,),(-60,),(105,)
(3,),(-60,),(105,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(5,),(-61,),(106,)
(5,),(-61,),(106,)
(5,),(-61,),(106,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-59,),(109,)
(4,),(-59,),(109,)
(4,),(-59,),(109,)
(4,),(-59,),(109,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(2,),(-59,),(107,)
(2,),(-59,),(107,)
(2,),(-59,),(107,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(4,),(-60,),(105,)
(4,),(-60,),(105,)
(4,),(-60,),(105,)
(4,),(-60,),(105,)
(3,),(-59,),(107,)
(3,),(-59,),(107,)
(3,),(-59,),(107,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(4,),(-59,),(105,)
(4,),(-59,),(105,)
(4,),(-59,),(105,)
(4,),(-59,),(105,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(106,)
(3,),(-60,),(105,)
(3,),(-60,),(105,)
(3,),(-60,),(105,)
(3,),(-60,),(105,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(2,),(-61,),(106,)
(2,),(-61,),(106,)
(2,),(-61,),(106,)
(2,),(-61,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-59,),(107,)
(4,),(-59,),(107,)
(4,),(-59,),(107,)
(4,),(-59,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(3,),(-60,),(107,)
(4,),(-62,),(107,)
(4,),(-62,),(107,)
(4,),(-62,),(107,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(109,)
(4,),(-60,),(109,)
(4,),(-60,),(109,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-60,),(108,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(5,),(-61,),(107,)
(3,),(-59,),(108,)
(3,),(-59,),(108,)
(3,),(-59,),(108,)
(3,),(-59,),(108,)
(4,),(-59,),(106,)
(4,),(-59,),(106,)
(4,),(-59,),(106,)
(4,),(-59,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(5,),(-60,),(107,)
(5,),(-60,),(107,)
(5,),(-60,),(107,)
(5,),(-60,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-61,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(107,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-59,),(107,)
(4,),(-59,),(107,)
(4,),(-59,),(107,)
(4,),(-59,),(107,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(4,),(-60,),(105,)
(4,),(-60,),(105,)
(4,),(-60,),(105,)
(4,),(-60,),(105,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-61,),(106,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(107,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-60,),(106,)
(4,),(-61,),(108,)
(4,),(-61,),(108,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
(3,),(-61,),(106,)
